Customer,Date,Document Number,SFCC Create WO,Item: Name,Item: Display Name,Quantity,Amount (Net)
CUST466 Default SFCC Customer,6/14/2025,SO0110154,No,S003902,Watercolor Maine Wristlet,1,25.5
CUST466 Default SFCC Customer,6/14/2025,SO0110154,No,S004975,Wavy Seas Wristlet,4,102
CUST466 Default SFCC Customer,6/14/2025,SO0110155,No,V007006-287,Vintage Voyager Medium Crossbody,1,106.25
CUST466 Default SFCC Customer,6/14/2025,SO0110155,No,V007006-265,Vintage Voyager Medium Crossbody,1,106.25
CUST466 Default SFCC Customer,6/14/2025,SO0110155,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/14/2025,SO0110156,No,S004958,Sunflower Slim Crossbody,1,75
CUST466 Default SFCC Customer,6/14/2025,SO0110157,No,S005274,Blue Nautilus Print Essential Handbag,1,95
CUST466 Default SFCC Customer,6/14/2025,SO0110157,No,T002960,Vintage Sailmaker's Hardware,1,10
CUST466 Default SFCC Customer,6/14/2025,SO0110158,No,S002262,Navy Anchor Beverage Bucket Bag,1,75
CUST466 Default SFCC Customer,6/14/2025,SO0110159,No,S005277,Swimming Sea Turtles Slim Crossbody,1,75
CUST466 Default SFCC Customer,6/14/2025,SO0110159,No,S004833,Multicolor Sea Turtle Slim Crossbody,1,75
CUST466 Default SFCC Customer,6/14/2025,SO0110160,No,S003207,Multicolor Nautilus Slim Crossbody,1,75
CUST466 Default SFCC Customer,6/14/2025,SO0110162,No,S003181,Sea Glass Print Convertible Bucket Bag,1,101.25
CUST466 Default SFCC Customer,6/14/2025,SO0110162,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/14/2025,SO0110163,No,S003160,Wristlet Large Maine Bicentennial,1,50
CUST466 Default SFCC Customer,6/14/2025,SO0110163,No,S000907,Four Leaf Clover Wristlet,2,60
CUST466 Default SFCC Customer,6/14/2025,SO0110165,No,S001723,Red Mariner Stripe Beverage Bucket,1,63.75
CUST466 Default SFCC Customer,6/14/2025,SO0110165,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/14/2025,SO0110166,No,S003594,Shoreline Tie Dye Slim Crossbody,1,75
CUST466 Default SFCC Customer,6/14/2025,SO0110167,No,S003013,Tan Chebeague Tote,1,225
CUST466 Default SFCC Customer,6/14/2025,SO0110168,No,V004696-349,Vintage Wharf Tote,1,250
CUST466 Default SFCC Customer,6/14/2025,SO0110169,No,V000143CP-2450,Tote Medium Vintage with Clasp and Hanging Pocket,1,225
CUST466 Default SFCC Customer,6/14/2025,SO0110170,No,S004297,Tote Medium Fish Print,1,175
CUST466 Default SFCC Customer,6/14/2025,SO0110170,No,S005375,Large Yellow/Green Rainbow Anchor Tote,1,195
CUST466 Default SFCC Customer,6/14/2025,SO0110170,No,S005311,Watercolor Hearts Medium Tote,1,175
CUST466 Default SFCC Customer,6/14/2025,SO0110170,No,S004971,Wavy Seas Medium Tote,1,175
CUST466 Default SFCC Customer,6/14/2025,SO0110170,No,S005282,Blue Nautilus Print Medium Tote,1,175
CUST466 Default SFCC Customer,6/14/2025,SO0110170,No,S005323,ROMEO Signal Flag Large Tote,1,300
CUST466 Default SFCC Customer,6/15/2025,SO0110171,No,S005327,UNIFORM Signal Flag Large Tote,1,300
CUST466 Default SFCC Customer,6/15/2025,SO0110172,No,T005060,Lobster - Maroon - Unisex Large,1,32.28
CUST466 Default SFCC Customer,6/15/2025,SO0110172,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110172,No,T004470,Octopus - Charcoal - Unisex Large,1,32.29
CUST466 Default SFCC Customer,6/15/2025,SO0110172,No,S004151,Multicolor Lobster Beverage Bucket,1,69.18
CUST466 Default SFCC Customer,6/15/2025,SO0110173,No,S003906,Tote Large Multicolor Octopus,1,195
CUST466 Default SFCC Customer,6/15/2025,SO0110173,No,S002801,Tote Large Navy True North,1,195
CUST466 Default SFCC Customer,6/15/2025,SO0110174,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110174,No,S002462,Gold Mermaid Tail and Waves Large Wristlet,1,40.5
CUST466 Default SFCC Customer,6/15/2025,SO0110175,No,S005290,Blue Nautilus Print Wristlet,1,25.5
CUST466 Default SFCC Customer,6/15/2025,SO0110175,No,T002960,Vintage Sailmaker's Hardware,1,8.5
CUST466 Default SFCC Customer,6/15/2025,SO0110175,No,S005282,Blue Nautilus Print Medium Tote,1,148.75
CUST466 Default SFCC Customer,6/15/2025,SO0110175,No,S005274,Blue Nautilus Print Essential Handbag,1,80.75
CUST466 Default SFCC Customer,6/15/2025,SO0110175,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110176,No,T002960,Vintage Sailmaker's Hardware,1,10
CUST466 Default SFCC Customer,6/15/2025,SO0110176,No,S005374,Large Red/Orange Rainbow Anchor Tote,1,195
CUST466 Default SFCC Customer,6/15/2025,SO0110177,No,S002020,Golden Retriever Medium Tote,1,175
CUST466 Default SFCC Customer,6/15/2025,SO0110178,No,S004136,Chebeague Crossbody Bag,1,150
CUST466 Default SFCC Customer,6/15/2025,SO0110178,No,S004975,Wavy Seas Wristlet,1,30
CUST466 Default SFCC Customer,6/15/2025,SO0110179,No,S005336,Beach to Beacon Essential Handbag,1,95
CUST466 Default SFCC Customer,6/15/2025,SO0110180,No,S005368,Coastal Catch Picnic Tote,1,215
CUST466 Default SFCC Customer,6/15/2025,SO0110181,No,S005312,ALPHA Signal Flag Large Tote,1,300
CUST466 Default SFCC Customer,6/15/2025,SO0110182,No,S005294,Navy Mariner Stripe Chebeague Crossbody,1,150
CUST466 Default SFCC Customer,6/15/2025,SO0110183,No,S003216,Breton Stripe and Star Beachcomber Bucket,1,75
CUST466 Default SFCC Customer,6/15/2025,SO0110184,No,S005063,Buffalo Bills Beverage Bucket,1,75
CUST466 Default SFCC Customer,6/15/2025,SO0110185,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110185,No,S002493,Watercolor Waves Wine Bag,1,33.75
CUST466 Default SFCC Customer,6/15/2025,SO0110186,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110186,No,S002495,White-on-Navy Anchor Large Wristlet,1,38.25
CUST466 Default SFCC Customer,6/15/2025,SO0110187,No,S005331,Dragonskin Toiletry Bag,1,60
CUST466 Default SFCC Customer,6/15/2025,SO0110187,No,S005267,Blueberry Print Bucket Bag,2,100
CUST466 Default SFCC Customer,6/15/2025,SO0110187,No,S005332,Dragonskin Ditty Bag,1,35
CUST466 Default SFCC Customer,6/15/2025,SO0110188,No,S005177,Yellow Stripe Essential Handbag,1,95
CUST466 Default SFCC Customer,6/15/2025,SO0110189,No,S004700,Watercolor Crab Beverage Bucket,1,75
CUST466 Default SFCC Customer,6/15/2025,SO0110189,No,S003205,Multicolor Lobster Wristlet,1,30
CUST466 Default SFCC Customer,6/15/2025,SO0110189,No,S004541,Multicolor Sea Turtle Wristlet,1,30
CUST466 Default SFCC Customer,6/15/2025,SO0110189,No,S004701,Watercolor Crab Wristlet,1,30
CUST466 Default SFCC Customer,6/15/2025,SO0110190,No,T003454,Turks Head Sconset Bracelet - Sconset - Small,1,38
CUST466 Default SFCC Customer,6/15/2025,SO0110190,No,V007007-055,Vintage Baguette Bag,1,170
CUST466 Default SFCC Customer,6/15/2025,SO0110191,No,S005331,Dragonskin Toiletry Bag,1,60
CUST466 Default SFCC Customer,6/15/2025,SO0110192,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110192,No,S004944,Wavy Seas Bucket Bag,1,45
CUST466 Default SFCC Customer,6/15/2025,SO0110193,No,T002960,Vintage Sailmaker's Hardware,1,8.5
CUST466 Default SFCC Customer,6/15/2025,SO0110193,No,S000903,All Purpose Navy Tool Bucket Bag,1,63.75
CUST466 Default SFCC Customer,6/15/2025,SO0110193,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110194,No,S005370,Coastal Catch Wristlet,1,30
CUST466 Default SFCC Customer,6/15/2025,SO0110194,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110194,No,S004970,Red & Navy Sailor Stripe Tote,1,131.25
CUST466 Default SFCC Customer,6/15/2025,SO0110195,No,S004540CP,Multicolor Sea Turtle Medium Tote with Clasp and Hanging Pocket,1,215
CUST466 Default SFCC Customer,6/15/2025,SO0110196,No,S005375,Large Yellow/Green Rainbow Anchor Tote,1,195
CUST466 Default SFCC Customer,6/15/2025,SO0110197,No,S005301,Shipwright Large Tote,1,195
CUST466 Default SFCC Customer,6/15/2025,SO0110198,No,T004866,"Galleyware - State Tidbit Tray 8""",1,13.06
CUST466 Default SFCC Customer,6/15/2025,SO0110198,No,V007005-300,Vintage Voyager Small Crossbody,1,82.69
CUST466 Default SFCC Customer,6/15/2025,SO0110198,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110199,No,S005370,Coastal Catch Wristlet,1,30
CUST466 Default SFCC Customer,6/15/2025,SO0110199,No,S001723,Red Mariner Stripe Beverage Bucket,1,75
CUST466 Default SFCC Customer,6/15/2025,SO0110200,No,S001158,Paw Print Wristlet,1,30
CUST466 Default SFCC Customer,6/15/2025,SO0110201,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110201,No,S004834,Multicolor Lobster Slim Crossbody,1,63.75
CUST466 Default SFCC Customer,6/15/2025,SO0110202,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110202,No,V004607-251,Backpack Vintage Crew Multicolor,1,165.75
CUST466 Default SFCC Customer,6/15/2025,SO0110203,No,S005368,Coastal Catch Picnic Tote,1,215
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,S005334,Black Anchor on Barnacle Belt Bag,1,65
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,S001757,White-on-Navy Anchor Toiletry Bag,2,120
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,S002503,Watercolor Waves Large Cosmetic Bag,1,50
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,S004944,Wavy Seas Bucket Bag,2,100
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,S003014Z,Tan Chebeague Handbag,1,195
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,S000124ZP,Navy Anchor Medium Tote Navy Rope with Zip Top and Hanging Pocket,2,430
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,S400043,Wine Bag Anchor Navy,2,90
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,S223416,All Purpose Gray Tool Bucket Bag,2,150
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,S001597,Wharf Tote,2,430
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,S004971,Wavy Seas Medium Tote,2,350
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,S223415,Chebeague Duffel,2,480
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,S500115,Wine Bag Cheers,1,45
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,V004698,Vintage Sky Blue Crew Belt Bag,1,65
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,S000903,All Purpose Navy Tool Bucket Bag,2,150
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,S005232,Chebeague Cosmetic Bag,2,130
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,S001993,Chebeague Weekender,1,275
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,S001955,Navy Anchor Change Purse,4,60
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,V007018,Vintage Midnight Crew Belt Bag,3,195
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,S003614,Chebeague Large Travel Tote,1,250
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,S001992,Chebeague Tote,1,225
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,S005278,Great Blue Heron Slim Crossbody,1,75
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,S002589,Black-on-Black Anchor Large Cosmetic Bag,2,100
CUST466 Default SFCC Customer,6/15/2025,SO0110204,No,S001994,Chebeague Toiletry Bag,1,75
CUST466 Default SFCC Customer,6/15/2025,SO0110205,No,S005258,2025 Graduation Wristlet Navy,1,30
CUST466 Default SFCC Customer,6/15/2025,SO0110205,No,T002960,Vintage Sailmaker's Hardware,2,20
CUST466 Default SFCC Customer,6/15/2025,SO0110206,No,V001652C-1512,Vintage Handbag,1,180
CUST466 Default SFCC Customer,6/15/2025,SO0110207,No,S005369,Coastal Catch Beverage Bucket,1,75
CUST466 Default SFCC Customer,6/15/2025,SO0110208,No,S005336,Beach to Beacon Essential Handbag,1,95
CUST466 Default SFCC Customer,6/15/2025,SO0110209,No,S005370,Coastal Catch Wristlet,1,30
CUST466 Default SFCC Customer,6/15/2025,SO0110210,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110210,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110210,No,S005267,Blueberry Print Bucket Bag,1,46.47
CUST466 Default SFCC Customer,6/15/2025,SO0110210,No,S004432,Emerald Coast Map Beverage Bucket,1,52.28
CUST466 Default SFCC Customer,6/15/2025,SO0110211,No,S005370,Coastal Catch Wristlet,1,30
CUST466 Default SFCC Customer,6/15/2025,SO0110212,No,S001960,Heart Change Purse,4,60
CUST466 Default SFCC Customer,6/15/2025,SO0110212,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110212,No,S223517,Ditty Bag,1,35
CUST466 Default SFCC Customer,6/15/2025,SO0110212,No,S002749,Sea Glass Print Wristlet,1,30
CUST466 Default SFCC Customer,6/15/2025,SO0110212,No,S004981,Cure Sand Dollar and Stripe Wristlet,2,45
CUST466 Default SFCC Customer,6/15/2025,SO0110213,No,S005312,ALPHA Signal Flag Large Tote,1,300
CUST466 Default SFCC Customer,6/15/2025,SO0110214,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110214,No,S004970,Red & Navy Sailor Stripe Tote,1,131.25
CUST466 Default SFCC Customer,6/15/2025,SO0110215,No,T002960,Vintage Sailmaker's Hardware,1,10
CUST466 Default SFCC Customer,6/15/2025,SO0110215,No,S001545ZP,Red Mariner Stripe Medium Tote with Zip Top and Hanging Pocket,1,230
CUST466 Default SFCC Customer,6/15/2025,SO0110216,No,S004855,Breton Stripe White Anchor Convertible Bucket Bag,1,101.25
CUST466 Default SFCC Customer,6/15/2025,SO0110216,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110217,No,T004726,Maine Rope Dog Leash Hunter Green,1,30
CUST466 Default SFCC Customer,6/15/2025,SO0110218,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110218,No,S004287,Tote Medium Blue Sea Urchins,1,131.25
CUST466 Default SFCC Customer,6/15/2025,SO0110219,No,S005267,Blueberry Print Bucket Bag,2,100
CUST466 Default SFCC Customer,6/15/2025,SO0110220,No,S004944,Wavy Seas Bucket Bag,1,50
CUST466 Default SFCC Customer,6/15/2025,SO0110221,No,S005294,Navy Mariner Stripe Chebeague Crossbody,1,150
CUST466 Default SFCC Customer,6/15/2025,SO0110222,No,S003593,Shoreline Tie Dye Wristlet,1,30
CUST466 Default SFCC Customer,6/15/2025,SO0110223,No,S003182,Sea Glass Print Slim Crossbody,1,75
CUST466 Default SFCC Customer,6/15/2025,SO0110224,No,S002746,Pier Tote Yellow,1,215
CUST466 Default SFCC Customer,6/15/2025,SO0110225,No,S002495,White-on-Navy Anchor Large Wristlet,1,45
CUST466 Default SFCC Customer,6/15/2025,SO0110227,No,S001955,Navy Anchor Change Purse,2,25.5
CUST466 Default SFCC Customer,6/15/2025,SO0110227,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110227,No,S001959,Dragonfly Change Purse,1,12.75
CUST466 Default SFCC Customer,6/15/2025,SO0110227,No,S001956,Sailboat Change Purse,2,25.5
CUST466 Default SFCC Customer,6/15/2025,SO0110228,No,S005266,Watercolor Hearts Bucket Bag,1,50
CUST466 Default SFCC Customer,6/15/2025,SO0110228,No,S004680,Lupine Sailor Stripe Bucket,2,100
CUST466 Default SFCC Customer,6/15/2025,SO0110230,No,S003908,Multicolor Octopus Wristlet,1,30
CUST466 Default SFCC Customer,6/15/2025,SO0110231,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110231,No,S005311,Watercolor Hearts Medium Tote,1,157.5
CUST466 Default SFCC Customer,6/15/2025,SO0110232,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110232,No,S004150ZP,Tote Large Multicolor Lobster with Zip Top and Hanging Pocket,1,225
CUST466 Default SFCC Customer,6/15/2025,SO0110233,No,S005267,Blueberry Print Bucket Bag,1,50
CUST466 Default SFCC Customer,6/15/2025,SO0110234,No,S003194,Wristlet Large Sand Dollar White on Navy,1,45
CUST466 Default SFCC Customer,6/15/2025,SO0110235,No,V004696-354,Vintage Wharf Tote,1,250
CUST466 Default SFCC Customer,6/15/2025,SO0110235,No,S005270,Golden Yellow Chebeague Crossbody,1,150
CUST466 Default SFCC Customer,6/15/2025,SO0110236,No,S005274,Blue Nautilus Print Essential Handbag,1,80.75
CUST466 Default SFCC Customer,6/15/2025,SO0110236,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110237,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110237,No,V002800-872,Vintage Ogunquit Beach Tote,1,242.25
CUST466 Default SFCC Customer,6/15/2025,SO0110239,No,S003207,Multicolor Nautilus Slim Crossbody,1,75
CUST466 Default SFCC Customer,6/15/2025,SO0110240,No,A004758,White Gull Large Auction Tote,1,525
CUST466 Default SFCC Customer,6/15/2025,SO0110241,No,S005370,Coastal Catch Wristlet,1,30
CUST466 Default SFCC Customer,6/15/2025,SO0110242,No,S003157P,Tote Medium Maine Bicentennial with Hanging Pocket,1,215
CUST466 Default SFCC Customer,6/15/2025,SO0110243,No,S003038,Paw Print Ditty Bag,1,29.75
CUST466 Default SFCC Customer,6/15/2025,SO0110243,No,S004298,Fish Print Ditty Bag,1,29.75
CUST466 Default SFCC Customer,6/15/2025,SO0110243,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110244,No,S003180,Wristlet Large Stripe Gold on Gray Mariner,1,45
CUST466 Default SFCC Customer,6/15/2025,SO0110244,No,S002582Z,Chebeague Handbag,1,195
CUST466 Default SFCC Customer,6/15/2025,SO0110245,No,S001563,Anchor Pop Wine Bag,1,45
CUST466 Default SFCC Customer,6/15/2025,SO0110246,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110246,No,S003216,Breton Stripe and Star Beachcomber Bucket,1,63.75
CUST466 Default SFCC Customer,6/15/2025,SO0110246,No,S005177,Yellow Stripe Essential Handbag,1,80.75
CUST466 Default SFCC Customer,6/15/2025,SO0110247,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110247,No,S004700,Watercolor Crab Beverage Bucket,2,135
CUST466 Default SFCC Customer,6/15/2025,SO0110248,No,S003194,Wristlet Large Sand Dollar White on Navy,1,45
CUST466 Default SFCC Customer,6/15/2025,SO0110248,No,S004286,Multicolor Starfish Wristlet,1,30
CUST466 Default SFCC Customer,6/15/2025,SO0110249,No,S004971,Wavy Seas Medium Tote,1,175
CUST466 Default SFCC Customer,6/15/2025,SO0110250,No,S004981,Cure Sand Dollar and Stripe Wristlet,1,22.5
CUST466 Default SFCC Customer,6/15/2025,SO0110250,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110250,No,S004968,Cure Sand Dollar and Stripes Medium Tote,1,131.25
CUST466 Default SFCC Customer,6/15/2025,SO0110251,No,S005176,Down East Buoys Essential Handbag,1,95
CUST466 Default SFCC Customer,6/15/2025,SO0110252,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110252,No,S005065,Philadelphia Eagles Beverage Bucket,1,67.5
CUST466 Default SFCC Customer,6/15/2025,SO0110253,No,T003741,Bracelet - Beaded Coral Reef,1,20
CUST466 Default SFCC Customer,6/15/2025,SO0110254,No,S003160,Wristlet Large Maine Bicentennial,1,50
CUST466 Default SFCC Customer,6/15/2025,SO0110255,No,V000143CP-2447,Tote Medium Vintage with Clasp and Hanging Pocket,1,225
CUST466 Default SFCC Customer,6/15/2025,SO0110256,No,S002262,Navy Anchor Beverage Bucket Bag,1,75
CUST466 Default SFCC Customer,6/15/2025,SO0110257,No,S002462,Gold Mermaid Tail and Waves Large Wristlet,1,45
CUST466 Default SFCC Customer,6/15/2025,SO0110258,No,S005369,Coastal Catch Beverage Bucket,1,75
CUST466 Default SFCC Customer,6/15/2025,SO0110259,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110259,No,S002010,Navy Anchor Slim Crossbody Bag,1,63.75
CUST466 Default SFCC Customer,6/15/2025,SO0110259,No,S005287,Life is Good Shell Print Wristlet,1,25.5
CUST466 Default SFCC Customer,6/15/2025,SO0110260,No,V000143CP-2437,Tote Medium Vintage with Clasp and Hanging Pocket,1,191.25
CUST466 Default SFCC Customer,6/15/2025,SO0110260,No,V000143CP-2448,Tote Medium Vintage with Clasp and Hanging Pocket,1,191.25
CUST466 Default SFCC Customer,6/15/2025,SO0110260,No,V001652C-1498,Vintage Handbag,1,153
CUST466 Default SFCC Customer,6/15/2025,SO0110260,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110260,No,T002960,Vintage Sailmaker's Hardware,3,25.5
CUST466 Default SFCC Customer,6/15/2025,SO0110261,No,S003889,Watercolor Dragonfly Slim Crossbody,1,75
CUST466 Default SFCC Customer,6/15/2025,SO0110261,No,S001959,Dragonfly Change Purse,1,15
CUST466 Default SFCC Customer,6/15/2025,SO0110263,No,S001994,Chebeague Toiletry Bag,1,75
CUST466 Default SFCC Customer,6/15/2025,SO0110264,No,S400043,Wine Bag Anchor Navy,5,191.25
CUST466 Default SFCC Customer,6/15/2025,SO0110264,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110265,No,S004893,Life is Good Garden Golden Tote,1,175
CUST466 Default SFCC Customer,6/15/2025,SO0110265,No,S004889,Life is Good Garden Golden Wristlet,1,30
CUST466 Default SFCC Customer,6/15/2025,SO0110266,No,S003906,Tote Large Multicolor Octopus,1,195
CUST466 Default SFCC Customer,6/15/2025,SO0110266,No,T003448,Turks Head Oyster Bracelet - Oyster - Large,1,38
CUST466 Default SFCC Customer,6/15/2025,SO0110268,No,S003205,Multicolor Lobster Wristlet,1,30
CUST466 Default SFCC Customer,6/15/2025,SO0110269,No,S005237,Market Tote,1,165.75
CUST466 Default SFCC Customer,6/15/2025,SO0110269,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110269,No,T002960,Vintage Sailmaker's Hardware,1,8.5
CUST466 Default SFCC Customer,6/15/2025,SO0110270,No,S004981,Cure Sand Dollar and Stripe Wristlet,1,22.5
CUST466 Default SFCC Customer,6/15/2025,SO0110270,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110271,No,ADDS0004,Add | Hanging Pkt | Large | Sail  | Stamp |,1,21.25
CUST466 Default SFCC Customer,6/15/2025,SO0110271,No,ECUS0013,Custom Text | Custom Visualizer | Print Color | Navy,1,0
CUST466 Default SFCC Customer,6/15/2025,SO0110271,Yes,S005355,Custom Last Name Tote,1,199.75
CUST466 Default SFCC Customer,6/15/2025,SO0110271,No,HNDL0011,"Sub-Assembly | Spliced Handle | Hemp Rope | 1/2"" | 125""|",1,0
CUST466 Default SFCC Customer,6/15/2025,SO0110271,No,ADDS0028,Add | Closure | CV | Large Tote | Clasp |,1,12.75
CUST466 Default SFCC Customer,6/15/2025,SO0110271,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110272,No,S004854,Multicolor Nautilus Convertible Bucket Bag,1,101.25
CUST466 Default SFCC Customer,6/15/2025,SO0110272,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/15/2025,SO0110273,No,S004694,Multicolor Sea Turtle Ogunquit Beach Tote,1,265
CUST466 Default SFCC Customer,6/16/2025,SO0110274,No,S003158P,Tote Large Maine Bicentennial with Hanging Pocket,1,265
CUST466 Default SFCC Customer,6/16/2025,SO0110274,No,S004619,Life is Good Daisy Forest Wristlet,1,30
CUST466 Default SFCC Customer,6/16/2025,SO0110275,No,S005272,Multicolor Nautilus Cosmetic Bag,1,42.5
CUST466 Default SFCC Customer,6/16/2025,SO0110275,No,T002960,Vintage Sailmaker's Hardware,1,8.5
CUST466 Default SFCC Customer,6/16/2025,SO0110275,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110276,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110276,Yes,S003323,Custom Maine Tote Medium,1,171
CUST466 Default SFCC Customer,6/16/2025,SO0110276,No,APPL0122,Applique | CV | Maine | 8.7x13 | Navy |,1,0
CUST466 Default SFCC Customer,6/16/2025,SO0110276,No,HNDL0011,"Sub-Assembly | Spliced Handle | Hemp Rope | 1/2"" | 125""|",1,0
CUST466 Default SFCC Customer,6/16/2025,SO0110276,No,ADDS0027,Add | Closure | CV | Medium Tote | Clasp |,1,13.5
CUST466 Default SFCC Customer,6/16/2025,SO0110276,No,ADDS0021,Add | Hanging Pocket | CV | No Pocket |,1,0
CUST466 Default SFCC Customer,6/16/2025,SO0110277,No,S002998,Tote Medium Bulldog,1,175
CUST466 Default SFCC Customer,6/16/2025,SO0110278,No,S005267,Blueberry Print Bucket Bag,1,50
CUST466 Default SFCC Customer,6/16/2025,SO0110279,No,S001723,Red Mariner Stripe Beverage Bucket,1,75
CUST466 Default SFCC Customer,6/16/2025,SO0110280,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110280,No,S004854,Multicolor Nautilus Convertible Bucket Bag,1,101.25
CUST466 Default SFCC Customer,6/16/2025,SO0110281,No,S001959,Dragonfly Change Purse,1,13.5
CUST466 Default SFCC Customer,6/16/2025,SO0110281,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110281,No,S003890,Wristlet Small Watercolor Dragonfly,1,27
CUST466 Default SFCC Customer,6/16/2025,SO0110281,No,S003888,Watercolor Dragonfly Tote,1,157.5
CUST466 Default SFCC Customer,6/16/2025,SO0110281,No,S003889,Watercolor Dragonfly Slim Crossbody,1,67.5
CUST466 Default SFCC Customer,6/16/2025,SO0110282,No,V007005-299,Vintage Voyager Small Crossbody,1,95
CUST466 Default SFCC Customer,6/16/2025,SO0110283,No,S004854,Multicolor Nautilus Convertible Bucket Bag,1,101.25
CUST466 Default SFCC Customer,6/16/2025,SO0110283,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110283,No,S003181,Sea Glass Print Convertible Bucket Bag,1,101.25
CUST466 Default SFCC Customer,6/16/2025,SO0110284,No,S001699,White on Navy Octopus Tote Large,1,195
CUST466 Default SFCC Customer,6/16/2025,SO0110285,No,S500100,Octopus Wristlet,1,30
CUST466 Default SFCC Customer,6/16/2025,SO0110286,No,S004287,Tote Medium Blue Sea Urchins,1,131.25
CUST466 Default SFCC Customer,6/16/2025,SO0110286,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110288,No,S005375,Large Yellow/Green Rainbow Anchor Tote,1,195
