Customer,Date,Document Number,SFCC Create WO,Item: Name,Item: Display Name,Quantity,Amount (Net)
CUST466 Default SFCC Customer,6/16/2025,SO0110289,No,S004854,Multicolor Nautilus Convertible Bucket Bag,1,101.25
CUST466 Default SFCC Customer,6/16/2025,SO0110289,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110290,No,S004971,Wavy Seas Medium Tote,1,0
CUST466 Default SFCC Customer,6/16/2025,SO0110290,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110292,No,S004954,Breton Stripe Whale Ogunquit Beach Tote,1,265
CUST466 Default SFCC Customer,6/16/2025,SO0110293,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110293,No,S004854,Multicolor Nautilus Convertible Bucket Bag,1,101.25
CUST466 Default SFCC Customer,6/16/2025,SO0110296,No,S003205,Multicolor Lobster Wristlet,1,30
CUST466 Default SFCC Customer,6/16/2025,SO0110297,No,S005302,Shipwright Beverage Bucket,1,75
CUST466 Default SFCC Customer,6/16/2025,SO0110298,No,S005370,Coastal Catch Wristlet,1,30
CUST466 Default SFCC Customer,6/16/2025,SO0110299,No,S003294,Gardener's Bucket Bag Ocean Teal,1,75
CUST466 Default SFCC Customer,6/16/2025,SO0110300,No,S000710-150,Physical Gift Card - $150,1,150
CUST466 Default SFCC Customer,6/16/2025,SO0110302,No,S005353,Navy Anchor Crossbody Tote,1,150
CUST466 Default SFCC Customer,6/16/2025,SO0110304,No,S005368,Coastal Catch Picnic Tote,2,430
CUST466 Default SFCC Customer,6/16/2025,SO0110304,No,S005369,Coastal Catch Beverage Bucket,1,75
CUST466 Default SFCC Customer,6/16/2025,SO0110305,No,S004832,Cabana Stripe Slim Crossbody,1,56.25
CUST466 Default SFCC Customer,6/16/2025,SO0110305,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110306,Yes,S000272,Tote | Full Custom | Medium | Hemp Rope |,1,225
CUST466 Default SFCC Customer,6/16/2025,SO0110306,No,ADDS0003,Add | Hanging Pkt | Medium | Sail | Stamp |,1,25
CUST466 Default SFCC Customer,6/16/2025,SO0110306,No,ADDS0024,Add | Closure | CV | Medium Tote | Zip Top |,1,30
CUST466 Default SFCC Customer,6/16/2025,SO0110306,No,ECUS0019,Custom Visualizer | Ecom Custom Design Option | One Side,1,0
CUST466 Default SFCC Customer,6/16/2025,SO0110308,No,S004432,Emerald Coast Map Beverage Bucket,1,56.25
CUST466 Default SFCC Customer,6/16/2025,SO0110308,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110309,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110309,No,S002262,Navy Anchor Beverage Bucket Bag,1,67.5
CUST466 Default SFCC Customer,6/16/2025,SO0110315,No,S005370,Coastal Catch Wristlet,1,30
CUST466 Default SFCC Customer,6/16/2025,SO0110316,No,S002037,Lobster Pound Beverage Bucket Bag,1,75
CUST466 Default SFCC Customer,6/16/2025,SO0110319,No,S001723,Red Mariner Stripe Beverage Bucket,1,63.75
CUST466 Default SFCC Customer,6/16/2025,SO0110319,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110320,Yes,S000273,Tote | Full Custom | Medium | Black Rope |,1,112.5
CUST466 Default SFCC Customer,6/16/2025,SO0110320,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110320,No,ECUS0019,Custom Visualizer | Ecom Custom Design Option | One Side,1,0
CUST466 Default SFCC Customer,6/16/2025,SO0110320,No,ADDS0024,Add | Closure | CV | Medium Tote | Zip Top |,1,15
CUST466 Default SFCC Customer,6/16/2025,SO0110320,No,ADDS0033,Add | Interior Pockets | Three | Hanging Pocket | to Medium Unfinished Tote |,1,25
CUST466 Default SFCC Customer,6/16/2025,SO0110321,No,S000907,Four Leaf Clover Wristlet,1,30
CUST466 Default SFCC Customer,6/16/2025,SO0110322,No,S001723,Red Mariner Stripe Beverage Bucket,1,75
CUST466 Default SFCC Customer,6/16/2025,SO0110323,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110323,No,S003525C,Tote Medium Multicolor Nautilus Clasp,1,161.5
CUST466 Default SFCC Customer,6/16/2025,SO0110324,No,V007027,Vintage Lime Green Crew Belt Bag,1,65
CUST466 Default SFCC Customer,6/16/2025,SO0110324,No,V001652C-1492,Vintage Handbag,1,180
CUST466 Default SFCC Customer,6/16/2025,SO0110325,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110325,No,S005370,Coastal Catch Wristlet,1,30
CUST466 Default SFCC Customer,6/16/2025,SO0110325,No,S004832,Cabana Stripe Slim Crossbody,1,56.25
CUST466 Default SFCC Customer,6/16/2025,SO0110326,No,V007005-269,Vintage Voyager Small Crossbody,1,95
CUST466 Default SFCC Customer,6/16/2025,SO0110326,No,S005267,Blueberry Print Bucket Bag,1,50
CUST466 Default SFCC Customer,6/16/2025,SO0110327,No,T003471,Woven Trivet - Natural,1,20
CUST466 Default SFCC Customer,6/16/2025,SO0110328,No,S003182,Sea Glass Print Slim Crossbody,1,67.5
CUST466 Default SFCC Customer,6/16/2025,SO0110328,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110329,No,S003593,Shoreline Tie Dye Wristlet,1,30
CUST466 Default SFCC Customer,6/16/2025,SO0110331,No,S325509,Blue Stripe Ogunquit Beach Tote,1,225.25
CUST466 Default SFCC Customer,6/16/2025,SO0110331,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110332,No,S003908,Multicolor Octopus Wristlet,1,30
CUST466 Default SFCC Customer,6/16/2025,SO0110332,No,S000999,Wristlet Small Nautical Chart Cape Cod,1,30
CUST466 Default SFCC Customer,6/16/2025,SO0110333,No,ADDS0028,Add | Closure | CV | Large Tote | Clasp |,1,15
CUST466 Default SFCC Customer,6/16/2025,SO0110333,No,ADDS0004,Add | Hanging Pkt | Large | Sail  | Stamp |,1,25
CUST466 Default SFCC Customer,6/16/2025,SO0110333,Yes,S003306,Custom Date Tote Large,1,235
CUST466 Default SFCC Customer,6/16/2025,SO0110333,No,APPL0134,Applique | CV | Date | 6x21.5 | Navy |,1,0
CUST466 Default SFCC Customer,6/16/2025,SO0110333,No,HNDL0011,"Sub-Assembly | Spliced Handle | Hemp Rope | 1/2"" | 125""|",1,0
CUST466 Default SFCC Customer,6/16/2025,SO0110334,No,S002037,Lobster Pound Beverage Bucket Bag,1,63.75
CUST466 Default SFCC Customer,6/16/2025,SO0110334,No,S003987,Breton Stripe White Anchor Beverage Bucket,1,63.75
CUST466 Default SFCC Customer,6/16/2025,SO0110334,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110335,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110335,No,S004981,Cure Sand Dollar and Stripe Wristlet,3,67.5
CUST466 Default SFCC Customer,6/16/2025,SO0110335,No,S002493,Watercolor Waves Wine Bag,2,67.5
CUST466 Default SFCC Customer,6/16/2025,SO0110336,No,S002985,Wristlet Small Anchor Rose Gold,1,30
CUST466 Default SFCC Customer,6/16/2025,SO0110336,No,S005370,Coastal Catch Wristlet,1,30
CUST466 Default SFCC Customer,6/16/2025,SO0110337,No,S500094,Four Leaf Clover Medium Tote,4,700
CUST466 Default SFCC Customer,6/16/2025,SO0110337,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110337,No,S005241,Blue Octopus on Red Mariner Stripe Medium Tote,2,262.5
CUST466 Default SFCC Customer,6/16/2025,SO0110338,No,S223801,Red Lobster Claw Wristlet,1,30
CUST466 Default SFCC Customer,6/16/2025,SO0110339,No,T002960,Vintage Sailmaker's Hardware,1,10
CUST466 Default SFCC Customer,6/16/2025,SO0110339,No,S005373,Medium Green/Blue Rainbow Anchor Tote,1,175
CUST466 Default SFCC Customer,6/16/2025,SO0110340,No,S005368,Coastal Catch Picnic Tote,1,215
CUST466 Default SFCC Customer,6/16/2025,SO0110340,No,S005369,Coastal Catch Beverage Bucket,1,75
CUST466 Default SFCC Customer,6/16/2025,SO0110341,No,S005368,Coastal Catch Picnic Tote,1,215
CUST466 Default SFCC Customer,6/16/2025,SO0110342,Yes,S003306,Custom Date Tote Large,2,470
CUST466 Default SFCC Customer,6/16/2025,SO0110342,No,ADDS0004,Add | Hanging Pkt | Large | Sail  | Stamp |,2,50
CUST466 Default SFCC Customer,6/16/2025,SO0110342,No,HNDL0012,"Sub-Assembly | Spliced Handle | Navy Rope | 1/2"" | 125""|",2,0
CUST466 Default SFCC Customer,6/16/2025,SO0110342,No,ADDS0028,Add | Closure | CV | Large Tote | Clasp |,2,30
CUST466 Default SFCC Customer,6/16/2025,SO0110342,No,APPL0134,Applique | CV | Date | 6x21.5 | Navy |,2,0
CUST466 Default SFCC Customer,6/16/2025,SO0110343,No,V007006-255,Vintage Voyager Medium Crossbody,1,125
CUST466 Default SFCC Customer,6/16/2025,SO0110346,No,S004132C,Handbag Navy Ocean Flora with Clasp,1,150
CUST466 Default SFCC Customer,6/16/2025,SO0110347,No,S002187,Paw Print Medium Tote,1,148.75
CUST466 Default SFCC Customer,6/16/2025,SO0110347,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110348,No,S002985,Wristlet Small Anchor Rose Gold,1,30
CUST466 Default SFCC Customer,6/16/2025,SO0110349,No,ECUS0019,Custom Visualizer | Ecom Custom Design Option | One Side,2,0
CUST466 Default SFCC Customer,6/16/2025,SO0110349,No,ADDS0003,Add | Hanging Pkt | Medium | Sail | Stamp |,2,50
CUST466 Default SFCC Customer,6/16/2025,SO0110349,No,ADDS0020,Add | Closure | CV | Medium Tote | No Closure |,2,0
CUST466 Default SFCC Customer,6/16/2025,SO0110349,Yes,S000271,Tote | Full Custom | Medium | Navy Rope |,2,450
CUST466 Default SFCC Customer,6/16/2025,SO0110350,No,S001993,Chebeague Weekender,1,275
CUST466 Default SFCC Customer,6/16/2025,SO0110351,No,S005336,Beach to Beacon Essential Handbag,1,95
CUST466 Default SFCC Customer,6/16/2025,SO0110352,No,S004680,Lupine Sailor Stripe Bucket,1,50
CUST466 Default SFCC Customer,6/16/2025,SO0110353,No,S003615,Tan Chebeague Weekender,1,275
CUST466 Default SFCC Customer,6/16/2025,SO0110354,No,V007005-303,Vintage Voyager Small Crossbody,1,95
CUST466 Default SFCC Customer,6/16/2025,SO0110355,No,S005283,Maine Fishing Village Medium Tote,1,175
CUST466 Default SFCC Customer,6/16/2025,SO0110355,No,S005267,Blueberry Print Bucket Bag,1,50
CUST466 Default SFCC Customer,6/16/2025,SO0110356,No,S003609,Tanbark Change Purse,1,15
CUST466 Default SFCC Customer,6/16/2025,SO0110356,No,S004858,Tan Chebeague Crossbody,1,150
CUST466 Default SFCC Customer,6/16/2025,SO0110357,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110357,No,S004832,Cabana Stripe Slim Crossbody,1,56.25
CUST466 Default SFCC Customer,6/16/2025,SO0110358,No,S004135,Ogunquit Tote White on Navy Sand Dollar,1,265
CUST466 Default SFCC Customer,6/16/2025,SO0110359,No,S004287,Tote Medium Blue Sea Urchins,1,131.25
CUST466 Default SFCC Customer,6/16/2025,SO0110359,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110360,No,S005283,Maine Fishing Village Medium Tote,1,175
CUST466 Default SFCC Customer,6/16/2025,SO0110360,No,S002021ZP,Golden Retriever Large Tote with Zip Top and Hanging Pocket,1,250
CUST466 Default SFCC Customer,6/16/2025,SO0110360,No,S002020,Golden Retriever Medium Tote,1,175
CUST466 Default SFCC Customer,6/16/2025,SO0110361,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110361,No,ECUS0015,Custom Text | Custom Visualizer | Print Color | Red,1,0
CUST466 Default SFCC Customer,6/16/2025,SO0110361,No,ADDS0021,Add | Hanging Pocket | CV | No Pocket |,1,0
CUST466 Default SFCC Customer,6/16/2025,SO0110361,No,ADDS0026,Add | Closure | CV | Large Tote | No Closure |,1,0
CUST466 Default SFCC Customer,6/16/2025,SO0110361,No,HNDL0012,"Sub-Assembly | Spliced Handle | Navy Rope | 1/2"" | 125""|",1,0
CUST466 Default SFCC Customer,6/16/2025,SO0110361,Yes,S003319,Custom Monogram Wedding Tote Large,1,178.5
CUST466 Default SFCC Customer,6/16/2025,SO0110362,No,S000710-250,Physical Gift Card - $250,1,250
CUST466 Default SFCC Customer,6/16/2025,SO0110363,No,S001410C,Navy Anchor Handbag Hemp Rope,1,119
CUST466 Default SFCC Customer,6/16/2025,SO0110363,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110364,No,S005267,Blueberry Print Bucket Bag,3,150
CUST466 Default SFCC Customer,6/16/2025,SO0110365,No,S002037,Lobster Pound Beverage Bucket Bag,2,150
CUST466 Default SFCC Customer,6/16/2025,SO0110366,No,S004854,Multicolor Nautilus Convertible Bucket Bag,1,101.25
CUST466 Default SFCC Customer,6/16/2025,SO0110366,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110367,No,S002021,Golden Retriever Large Tote,1,195
CUST466 Default SFCC Customer,6/16/2025,SO0110368,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110368,No,S000199,Navy Anchor Large Tote Hemp Rope,1,162
CUST466 Default SFCC Customer,6/16/2025,SO0110369,No,S005369,Coastal Catch Beverage Bucket,1,75
CUST466 Default SFCC Customer,6/16/2025,SO0110370,No,S005283,Maine Fishing Village Medium Tote,1,152.59
CUST466 Default SFCC Customer,6/16/2025,SO0110370,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110370,No,S005370,Coastal Catch Wristlet,1,26.16
CUST466 Default SFCC Customer,6/16/2025,SO0110371,No,ECUS0019,Custom Visualizer | Ecom Custom Design Option | One Side,1,0
CUST466 Default SFCC Customer,6/16/2025,SO0110371,Yes,S000275,Tote | Full Custom | Large | Hemp Rope |,1,245
CUST466 Default SFCC Customer,6/16/2025,SO0110371,No,ADDS0021,Add | Hanging Pocket | CV | No Pocket |,1,0
CUST466 Default SFCC Customer,6/16/2025,SO0110371,No,ADDS0026,Add | Closure | CV | Large Tote | No Closure |,1,0
CUST466 Default SFCC Customer,6/16/2025,SO0110372,No,S002749,Sea Glass Print Wristlet,1,30
CUST466 Default SFCC Customer,6/16/2025,SO0110372,No,S003593,Shoreline Tie Dye Wristlet,1,30
CUST466 Default SFCC Customer,6/16/2025,SO0110373,No,S003205,Multicolor Lobster Wristlet,5,150
CUST466 Default SFCC Customer,6/16/2025,SO0110374,No,S002258,Black on Black Anchor Slim Crossbody Bag,1,75
CUST466 Default SFCC Customer,6/16/2025,SO0110375,No,S003890,Wristlet Small Watercolor Dragonfly,1,25.5
CUST466 Default SFCC Customer,6/16/2025,SO0110375,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110376,No,APPL0290,Applique | CV | Monogram | Center | Buttercream |,1,0
CUST466 Default SFCC Customer,6/16/2025,SO0110376,No,ADDS0028,Add | Closure | CV | Large Tote | Clasp |,1,12.75
CUST466 Default SFCC Customer,6/16/2025,SO0110376,No,HNDL0011,"Sub-Assembly | Spliced Handle | Hemp Rope | 1/2"" | 125""|",1,0
CUST466 Default SFCC Customer,6/16/2025,SO0110376,Yes,S003317,Custom Monogram Tote Large,1,178.5
CUST466 Default SFCC Customer,6/16/2025,SO0110376,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110376,No,ADDS0021,Add | Hanging Pocket | CV | No Pocket |,1,0
CUST466 Default SFCC Customer,6/16/2025,SO0110377,No,V007021,Vintage Midnight Small Voyager Crossbody Bag,1,85.5
CUST466 Default SFCC Customer,6/16/2025,SO0110377,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/16/2025,SO0110377,No,S003593,Shoreline Tie Dye Wristlet,1,27
CUST466 Default SFCC Customer,6/16/2025,SO0110378,No,S000124ZP,Navy Anchor Medium Tote Navy Rope with Zip Top and Hanging Pocket,1,215
CUST466 Default SFCC Customer,6/16/2025,SO0110379,No,V007027,Vintage Lime Green Crew Belt Bag,1,65
CUST466 Default SFCC Customer,6/16/2025,SO0110379,No,V007006-271,Vintage Voyager Medium Crossbody,1,125
CUST466 Default SFCC Customer,6/17/2025,SO0110380,No,S005370,Coastal Catch Wristlet,1,30
CUST466 Default SFCC Customer,6/17/2025,SO0110381,No,S002173CP,Kanagawa Wave Tote with Clasp and Hanging Pocket,1,235
CUST466 Default SFCC Customer,6/17/2025,SO0110382,No,V007030-001,Vintage Rainbow Handbag,1,205
CUST466 Default SFCC Customer,6/17/2025,SO0110383,No,S005276,Life is Good Shell Print Ogunquit Beach Tote,1,265
CUST466 Default SFCC Customer,6/17/2025,SO0110384,No,S400043,Wine Bag Anchor Navy,2,90
CUST466 Default SFCC Customer,6/17/2025,SO0110384,No,S002578,Red Mariner Stripe Large Wristlet,1,45
CUST466 Default SFCC Customer,6/17/2025,SO0110384,No,S004975,Wavy Seas Wristlet,1,30
CUST466 Default SFCC Customer,6/17/2025,SO0110384,No,S004954,Breton Stripe Whale Ogunquit Beach Tote,1,265
CUST466 Default SFCC Customer,6/17/2025,SO0110385,No,S002496,Octopus Large Wristlet,1,45
CUST466 Default SFCC Customer,6/17/2025,SO0110386,No,S002262,Navy Anchor Beverage Bucket Bag,1,75
CUST466 Default SFCC Customer,6/17/2025,SO0110387,No,S004150ZP,Tote Large Multicolor Lobster with Zip Top and Hanging Pocket,1,250
CUST466 Default SFCC Customer,6/17/2025,SO0110388,No,S004854,Multicolor Nautilus Convertible Bucket Bag,1,101.25
CUST466 Default SFCC Customer,6/17/2025,SO0110388,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/17/2025,SO0110392,No,V225204-722,Vintage Duffel,1,216
CUST466 Default SFCC Customer,6/17/2025,SO0110392,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/17/2025,SO0110393,No,HNDL0011,"Sub-Assembly | Spliced Handle | Hemp Rope | 1/2"" | 125""|",1,0
CUST466 Default SFCC Customer,6/17/2025,SO0110393,No,ADDS0025,Add | Closure | CV | Large Tote | Zip Top |,1,25.5
CUST466 Default SFCC Customer,6/17/2025,SO0110393,Yes,S003301,Custom Boat Name Tote,1,178.5
CUST466 Default SFCC Customer,6/17/2025,SO0110393,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/17/2025,SO0110393,No,ADDS0004,Add | Hanging Pkt | Large | Sail  | Stamp |,1,21.25
CUST466 Default SFCC Customer,6/17/2025,SO0110393,No,ECUS0001,Custom Text | Custom Visualizer | Print Color | Aqua,1,0
CUST466 Default SFCC Customer,6/17/2025,SO0110394,No,S004590,Tote Medium United States Naval Academy,1,148.75
CUST466 Default SFCC Customer,6/17/2025,SO0110394,No,T002960,Vintage Sailmaker's Hardware,1,8.5
CUST466 Default SFCC Customer,6/17/2025,SO0110394,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/17/2025,SO0110395,No,S004981,Cure Sand Dollar and Stripe Wristlet,2,45
CUST466 Default SFCC Customer,6/17/2025,SO0110395,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/17/2025,SO0110397,No,S004694,Multicolor Sea Turtle Ogunquit Beach Tote,1,265
CUST466 Default SFCC Customer,6/17/2025,SO0110397,No,S003216,Breton Stripe and Star Beachcomber Bucket,1,75
CUST466 Default SFCC Customer,6/17/2025,SO0110399,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/17/2025,SO0110399,No,ADDS0028,Add | Closure | CV | Large Tote | Clasp |,1,12.75
CUST466 Default SFCC Customer,6/17/2025,SO0110399,No,HNDL0011,"Sub-Assembly | Spliced Handle | Hemp Rope | 1/2"" | 125""|",1,0
CUST466 Default SFCC Customer,6/17/2025,SO0110399,Yes,S005354,Custom Last Name Mariner Stripe Tote,1,199.75
CUST466 Default SFCC Customer,6/17/2025,SO0110399,No,ADDS0021,Add | Hanging Pocket | CV | No Pocket |,1,0
CUST466 Default SFCC Customer,6/17/2025,SO0110400,No,T003504,Solid Bracelet - Natural - Extra Large,1,15
CUST466 Default SFCC Customer,6/17/2025,SO0110402,Yes,S003306,Custom Date Tote Large,1,235
CUST466 Default SFCC Customer,6/17/2025,SO0110402,No,HNDL0014,"Sub-Assembly | Spliced Handle | White Rope | 1/2"" | 125""|",1,0
CUST466 Default SFCC Customer,6/17/2025,SO0110402,No,ADDS0025,Add | Closure | CV | Large Tote | Zip Top |,1,30
CUST466 Default SFCC Customer,6/17/2025,SO0110402,No,APPL0136,Applique | CV | Date | 6x21.5 | Red |,1,0
CUST466 Default SFCC Customer,6/17/2025,SO0110402,No,ADDS0004,Add | Hanging Pkt | Large | Sail  | Stamp |,1,25
CUST466 Default SFCC Customer,6/17/2025,SO0110403,,SFCC Order Discount,,,0
CUST466 Default SFCC Customer,6/17/2025,SO0110403,No,S001597,Wharf Tote,1,182.75
CUST466 Default SFCC Customer,6/17/2025,SO0110404,No,S003906,Tote Large Multicolor Octopus,1,195
CUST466 Default SFCC Customer,6/17/2025,SO0110405,No,S001190,Anchor Pop Ditty Bag,1,35
CUST466 Default SFCC Customer,6/17/2025,SO0110405,No,S004980,Tuna Wristlet,1,22.5
CUST466 Default SFCC Customer,6/17/2025,SO0110405,No,S001956,Sailboat Change Purse,1,15
CUST466 Default SFCC Customer,6/17/2025,SO0110405,No,S004434,Wristlet Small Emerald Coast Map,1,22.5
CUST466 Default SFCC Customer,6/17/2025,SO0110405,No,S004432,Emerald Coast Map Beverage Bucket,1,56.25
CUST466 Default SFCC Customer,6/17/2025,SO0110405,No,S004154,Wristlet Large Blue Stripe Print,1,33.75
CUST466 Default SFCC Customer,6/17/2025,SO0110405,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/17/2025,SO0110405,No,S002493,Watercolor Waves Wine Bag,1,33.75
CUST466 Default SFCC Customer,6/17/2025,SO0110406,No,S004154,Wristlet Large Blue Stripe Print,1,33.75
CUST466 Default SFCC Customer,6/17/2025,SO0110406,No,SFCC Item Discount,,,0
CUST466 Default SFCC Customer,6/17/2025,SO0110407,No,S004822ZP,Sunflower Tote with Zip Top and Hanging Pocket,1,230
CUST466 Default SFCC Customer,6/17/2025,SO0110408,Yes,S005225,Custom Monogram Rose Gold Mariner Stripe Tote Large,1,225
CUST466 Default SFCC Customer,6/17/2025,SO0110408,No,ADDS0021,Add | Hanging Pocket | CV | No Pocket |,1,0
CUST466 Default SFCC Customer,6/17/2025,SO0110408,No,ADDS0026,Add | Closure | CV | Large Tote | No Closure |,1,0
